|162 90  85 | 94  128 24  
|159 86  79 | 91  128 23  
|159 87  80 | 90  128 23  
|148 75  71 | 90  128 22  
|142 67  65 | 90  128 22  
|133 58  57 | 90  128 20  
|128 55  52 | 95  128 18  
|116 52  46 | 98  128 16  
|111 59  46 | 100 128 14  
|104 60  43 | 99  128 15  
|96  56  37 | 97  128 15  
|93  50  31 | 97  128 14  
|91  47  30 | 102 128 12  
|88  47  29 | 105 128 12  
|80  46  26 | 107 128 12  
|77  48  27 | 105 128 12  
|78  51  29 | 104 128 12  
|81  54  36 | 102 128 12  
|83  53  34 | 103 128 13  
|80  48  27 | 102 128 13  
|87  55  34 | 102 128 12  
|87  53  35 | 107 128 14  
|82  49  30 | 111 128 16  
|105 74  52 | 111 128 16  
|135 105 81 | 112 128 14  
|129 99  72 | 112 128 14  
|107 79  49 | 112 128 14  
|122 94  67 | 110 128 15  
|130 102 81 | 109 128 15  
|134 105 86 | 113 128 15  
|129 99  81 | 114 107 14  
|147 121 104| 101 41  21  
|130 113 101| 106 37  24  
|169 159 158| 90  0   0   
|188 185 196| 90  0   0   
|187 189 203| 90  0   0   
|167 169 186| 90  47  22  
|149 151 165| 94  47  22  
|156 158 172| 94  47  22  
|157 161 173| 94  47  22  
|161 163 176| 94  80  11  
|163 164 177| 124 64  4   
|71  74  86 | 112 39  11  
|34  36  38 | 122 39  11  
|89  90  85 | 104 51  12  
|94  92  88 | 99  43  12  
|98  91  90 | 122 37  12  
|100 92  95 | 119 27  12  
|100 95  100| 110 18  13  
|98  96  100| 142 37  12  
|98  98  101| 133 46  12  
|96  101 99 | 107 43  12  
|92  100 99 | 113 128 14  
|92  96  100| 115 128 14  
|131 106 86 | 115 128 14  
|133 110 91 | 113 128 14  
|130 106 85 | 113 128 14  
|123 98  74 | 112 128 14  
|126 101 81 | 113 128 14  
|121 96  75 | 115 128 14  
|123 98  75 | 114 128 14  
|131 107 83 | 114 128 14  
|129 103 77 | 111 128 14  
|132 106 82 | 111 128 14  
|130 102 82 | 111 128 14  
|124 98  84 | 114 128 14  
|121 95  77 | 115 128 14  
|135 110 88 | 112 128 14  
|133 109 87 | 110 128 14  
|125 99  79 | 111 128 14  
|120 93  73 | 112 128 15  
|126 98  76 | 109 128 16  
|133 105 83 | 116 128 14  
|135 104 84 | 120 128 13  
|129 107 81 | 115 128 14  
|126 107 79 | 107 128 15  
|132 108 83 | 105 128 16  
|129 96  81 | 109 128 14  
|130 95  83 | 116 128 13  
|127 99  82 | 120 128 13  
|123 103 79 | 115 128 14  
|121 103 74 | 113 128 14  
|126 102 76 | 109 128 14  
|128 104 83 | 110 128 14  
|129 101 84 | 108 128 14  
|125 98  81 | 108 128 14  
|127 98  84 | 107 128 13  
|127 99  88 | 106 128 14  
|118 91  82 | 109 128 15  
|117 89  78 | 112 128 18  
|123 91  68 | 112 128 21  
|147 111 78 | 112 128 20  
|173 133 94 | 109 128 16  
|163 126 89 | 108 128 16  
|128 93  67 | 106 128 16  
|129 95  75 | 106 128 18  
|129 93  72 | 107 128 18  
|135 96  72 | 109 128 18  
|136 96  67 | 107 128 18  
|138 99  67 | 107 128 18  
|137 96  66 | 109 128 18  
|138 96  64 | 109 128 18  
|140 100 65 | 107 128 18  
|136 95  60 | 106 128 18  
|134 91  55 | 107 128 18  
|129 86  51 | 103 128 18  
|130 87  55 | 103 128 16  
|127 82  55 | 103 128 16  
|117 75  51 | 101 128 17  
|113 71  47 | 103 128 16  
|119 76  55 | 104 128 18  
|117 76  53 | 105 128 19  
|127 85  61 | 105 128 20  
|139 93  66 | 105 128 20  
|147 99  68 | 105 128 20  
|151 103 75 | 106 128 18  
|150 105 79 | 104 128 20  
|146 105 82 | 105 128 20  
|161 116 98 | 101 128 22  
|170 124 108| 101 128 22  
|176 121 110| 99  128 22  
|175 120 110| 97  128 23  
|177 118 110| 95  128 24  
|175 114 107| 94  128 24  
|176 111 109| 93  128 24  
|171 103 104| 94  128 24  
|170 98  100| 94  128 24  
|174 102 102| 94  128 24  
|175 103 101| 96  128 24  
|170 98  93 | 94  128 24  
|180 113 108| 90  128 24  
|174 104 104| 90  128 24  
|160 83  86 | 90  128 22  
|151 75  79 | 90  128 21  
|136 61  64 | 94  128 18  
|124 55  54 | 97  128 16  
|111 55  44 | 96  128 15  
|99  52  35 | 94  128 14  
|89  45  28 | 93  128 15  
|83  38  22 | 97  128 14  
|84  36  21 | 102 128 13  
|88  45  28 | 105 128 12  
|85  50  30 | 108 128 11  
|79  51  30 | 104 128 12  
|77  51  28 | 103 128 13  
|82  52  31 | 103 128 13  
|86  53  33 | 102 128 12  
|88  56  35 | 102 128 13  
|84  51  31 | 102 128 12  
|87  53  35 | 105 128 13  
|84  51  33 | 109 128 14  
|92  61  40 | 113 128 16  
|119 89  65 | 112 128 14  
|134 104 75 | 114 128 14  
|109 81  50 | 114 128 14  
|119 92  61 | 112 128 15  
|126 99  71 | 110 128 15  
|132 104 83 | 110 128 15  
|131 102 81 | 115 128 14  
|132 103 83 | 113 77  18  
|132 111 93 | 104 28  24  
|153 139 131| 90  0   0   
|191 182 186| 90  0   0   
|192 190 202| 90  0   0   
|181 183 197| 96  62  22  
|154 157 172| 94  55  22  
|154 160 174| 94  52  22  
|153 158 172| 100 43  22  
|153 157 169| 103 53  19  
|168 168 179| 124 96  5   
|140 138 152| 153 57  7   
|30  34  39 | 119 30  12  
|54  60  59 | 119 55  11  
|91  92  88 | 104 51  12  
|95  91  87 | 112 37  12  
|98  91  90 | 112 20  12  
|99  94  97 | 112 20  12  
|96  95  98 | 124 46  12  
|93  95  96 | 112 51  12  
|92  98  98 | 99  43  12  
|92  97  100| 114 128 14  
|92  94  100| 115 128 14  
|134 108 87 | 114 128 14  
|137 114 92 | 112 128 14  
|134 109 86 | 112 128 14  
|126 99  76 | 110 128 14  
|123 96  75 | 113 128 14  
|121 93  74 | 114 128 14  
|125 99  76 | 115 128 14  
|132 107 83 | 114 128 14  
|127 102 78 | 111 128 14  
|132 106 83 | 108 128 14  
|127 99  80 | 112 128 14  
|129 101 88 | 115 128 14  
|124 97  76 | 117 128 14  
|133 109 85 | 113 128 14  
|138 115 90 | 111 128 14  
|129 104 82 | 111 128 14  
|116 89  68 | 113 128 15  
|125 98  76 | 109 128 16  
|132 104 79 | 116 128 14  
|133 101 81 | 117 128 14  
|130 106 81 | 112 128 14  
|126 106 80 | 106 128 15  
|128 102 80 | 104 128 15  
|128 95  82 | 110 128 14  
|129 94  85 | 119 128 12  
|128 100 86 | 119 128 14  
|122 103 79 | 117 128 14  
|122 102 72 | 115 128 14  
|123 101 74 | 113 128 14  
|128 104 81 | 112 128 14  
|129 105 84 | 112 128 14  
|124 98  78 | 110 128 14  
|126 100 82 | 108 128 14  
|128 102 87 | 108 128 14  
|121 94  83 | 109 128 15  
|118 90  78 | 110 128 18  
|126 94  73 | 113 128 20  
|145 108 77 | 111 128 20  
|168 130 92 | 110 128 17  
|157 118 83 | 108 128 16  
|138 104 76 | 107 128 16  
|132 97  74 | 107 128 18  
|133 96  73 | 109 128 18  
|137 99  73 | 107 128 18  
|140 101 69 | 107 128 18  
|141 100 71 | 109 128 18  
|141 100 68 | 109 128 18  
|141 101 68 | 107 128 19  
|139 98  64 | 108 128 19  
|138 95  62 | 106 128 18  
|138 95  59 | 107 128 18  
|132 88  55 | 104 128 18  
|129 87  55 | 102 128 18  
|133 88  61 | 103 128 16  
|123 79  56 | 102 128 16  
|115 73  50 | 101 128 16  
|114 72  51 | 102 128 18  
|110 68  48 | 104 128 19  
|123 78  54 | 101 128 21  
|140 93  69 | 103 128 21  
|149 96  72 | 104 128 20  
|154 103 78 | 104 128 20  
|150 103 81 | 104 128 20  
|154 108 89 | 102 128 21  
|169 121 106| 99  128 22  
|174 123 112| 96  128 24  
|177 118 112| 96  128 24  
|179 114 110| 95  128 24  
|177 111 106| 94  128 25  
|182 114 112| 94  128 25  
|186 115 117| 93  128 26  
|187 115 118| 93  128 25  
|189 116 120| 95  128 24  
|183 111 114| 95  128 25  
|184 114 113| 96  128 24  
|183 113 110| 95  128 22  
|179 114 112| 91  128 23  
|165 102 102| 90  128 23  
|159 89  93 | 90  128 22  
|155 82  88 | 90  128 20  
|134 60  69 | 90  128 18  
|115 49  52 | 91  128 14  
|101 43  39 | 92  128 13  
|79  31  20 | 92  128 13  
|66  22  9  | 91  128 14  
|67  24  9  | 96  128 14  
|75  27  13 | 102 128 13  
|86  42  26 | 104 128 12  
|86  52  32 | 108 128 12  
|83  52  30 | 105 128 13  
|82  55  30 | 102 128 14  
|89  56  33 | 103 128 14  
|92  56  35 | 104 128 12  
|88  54  32 | 104 128 12  
|87  55  35 | 104 128 12  
|87  55  35 | 104 128 12  
|87  55  36 | 108 128 14  
|82  52  30 | 112 128 16  
|107 77  51 | 112 128 16  
|133 103 75 | 115 128 16  
|126 96  65 | 115 128 14  
|129 102 66 | 111 128 14  
|125 99  69 | 109 128 16  
|123 95  73 | 111 128 14  
|134 102 82 | 113 128 14  
|122 93  71 | 112 119 14  
|127 101 80 | 104 57  21  
|137 116 102| 90  0   0   
|173 159 156| 90  0   0   
|195 192 199| 90  0   0   
|188 190 203| 98  68  22  
|164 170 184| 98  68  22  
|150 158 174| 97  59  22  
|150 158 174| 100 44  22  
|153 159 173| 107 47  22  
|162 162 174| 102 47  16  
|170 167 180| 132 128 3   
|115 119 126| 112 26  9   
|19  25  28 | 133 39  11  
|71  73  72 | 119 55  11  
|94  93  88 | 112 20  12  
|94  90  86 | 104 27  12  
|97  94  93 | 112 37  12  
|97  97  100| 112 51  12  
|94  97  100| 116 43  12  
|92  97  100| 90  34  13  
|94  99  101| 114 128 14  
|95  97  102| 115 128 14  
|133 108 84 | 117 128 14  
|135 110 86 | 116 128 14  
|135 111 83 | 115 128 14  
|129 105 79 | 113 128 14  
|133 109 87 | 113 128 14  
|129 105 86 | 113 128 14  
|124 99  78 | 112 128 14  
|129 104 82 | 109 128 16  
|130 103 81 | 107 128 15  
|132 101 79 | 108 128 14  
|127 96  80 | 114 128 14  
|131 103 91 | 117 128 14  
|132 106 82 | 117 128 14  
|132 108 79 | 114 128 14  
|137 114 87 | 111 128 14  
|137 111 91 | 113 128 14  
|121 96  78 | 113 128 15  
|125 99  77 | 112 128 15  
|130 102 75 | 113 128 15  
|127 99  73 | 114 128 14  
|129 102 76 | 109 128 14  
|129 102 77 | 108 128 14  
|125 97  78 | 108 128 14  
|122 94  80 | 112 128 14  
|131 102 89 | 112 128 14  
|135 108 90 | 115 128 14  
|130 104 82 | 117 128 14  
|128 104 80 | 116 128 14  
|125 103 77 | 116 128 14  
|128 104 78 | 113 128 14  
|127 104 78 | 113 128 14  
|124 99  76 | 113 128 14  
|127 102 80 | 114 128 14  
|128 103 83 | 108 128 14  
|126 102 83 | 110 128 14  
|121 93  81 | 112 128 16  
|121 93  72 | 114 128 19  
|137 105 74 | 110 128 19  
|162 127 90 | 108 128 18  
|155 116 83 | 109 128 17  
|139 101 74 | 108 128 17  
|138 101 75 | 109 128 17  
|136 99  73 | 110 128 18  
|139 103 75 | 110 128 18  
|141 104 73 | 110 128 18  
|143 105 71 | 110 128 19  
|138 100 64 | 107 128 19  
|146 107 68 | 106 128 19  
|140 97  63 | 106 128 19  
|137 93  61 | 105 128 18  
|141 97  68 | 106 128 18  
|134 90  61 | 105 128 18  
|129 87  56 | 104 128 18  
|134 90  61 | 104 128 16  
|130 86  60 | 101 128 16  
|120 79  56 | 100 128 16  
|106 66  48 | 100 128 17  
|108 66  49 | 101 128 18  
|119 74  57 | 99  128 20  
|127 80  59 | 101 128 20  
|137 84  66 | 102 128 20  
|144 92  73 | 103 128 20  
|149 100 82 | 101 128 22  
|157 109 91 | 99  128 22  
|168 115 102| 97  128 22  
|169 113 105| 95  128 24  
|174 114 112| 95  128 25  
|178 112 112| 95  128 26  
|184 113 109| 95  128 26  
|191 119 117| 95  128 26  
|197 125 128| 94  128 24  
|196 124 128| 92  128 22  
|184 113 116| 90  128 22  
|155 86  88 | 91  128 22  
|136 68  68 | 90  128 20  
|134 65  59 | 90  128 18  
|119 55  52 | 90  128 18  
|102 39  39 | 90  128 18  
|102 40  42 | 90  128 16  
|97  35  42 | 90  128 14  
|82  23  32 | 90  128 13  
|71  17  27 | 90  128 12  
|65  15  20 | 92  128 12  
|64  18  18 | 95  128 12  
|62  23  12 | 97  128 13  
|65  29  13 | 98  128 14  
|77  38  22 | 103 128 14  
|82  43  26 | 105 128 13  
|89  55  34 | 105 128 13  
|87  55  31 | 104 128 14  
|87  54  29 | 102 128 14  
|93  57  32 | 104 128 14  
|95  57  33 | 103 128 14  
|90  55  31 | 103 128 14  
|88  52  30 | 103 128 14  
|90  56  34 | 105 128 12  
|91  57  37 | 108 128 13  
|83  52  26 | 112 128 16  
|94  64  38 | 115 128 16  
|132 101 73 | 116 128 15  
|135 107 76 | 114 128 14  
|128 103 69 | 111 128 14  
|123 97  69 | 107 128 16  
|126 98  76 | 107 128 16  
|134 101 82 | 109 128 15  
|135 101 81 | 113 128 13  
|128 98  79 | 116 102 15  
|121 97  79 | 90  0   0   
|142 126 113| 90  0   0   
|187 182 179| 90  0   0   
|189 189 197| 102 72  23  
|182 190 203| 98  68  22  
|160 171 187| 97  55  22  
|150 158 174| 94  47  22  
|154 160 172| 104 55  22  
|159 160 173| 99  47  22  
|168 165 181| 90  60  12  
|164 163 176| 97  85  6   
|76  78  88 | 112 21  11  
|39  38  46 | 153 32  10  
|84  83  86 | 142 39  11  
|91  90  86 | 112 20  12  
|92  93  87 | 90  34  13  
|94  96  94 | 90  34  13  
|95  97  101| 90  34  13  
|96  97  103| 90  34  13  
|96  97  102| 114 128 14  
|97  98  103| 113 128 14  
|131 105 82 | 115 128 14  
|123 97  73 | 116 128 14  
|132 107 81 | 115 128 14  
|132 109 84 | 114 128 14  
|132 109 87 | 113 128 14  
|135 111 90 | 115 128 14  
|129 104 85 | 114 128 15  
|128 103 80 | 111 128 16  
|135 109 84 | 110 128 15  
|136 107 85 | 107 119 15  
|136 106 90 | 114 128 15  
|132 104 95 | 116 128 15  
|137 112 87 | 118 128 14  
|135 111 82 | 115 128 14  
|132 111 86 | 110 128 14  
|133 109 89 | 115 128 13  
|126 98  83 | 112 128 14  
|116 93  70 | 110 128 15  
|123 96  69 | 112 128 14  
|128 98  76 | 112 128 14  
|126 98  75 | 112 128 14  
|122 95  70 | 110 128 14  
|125 99  78 | 110 128 14  
|124 97  81 | 110 128 14  
|126 99  85 | 113 128 14  
|124 97  80 | 115 128 14  
|127 102 80 | 115 128 14  
|133 109 85 | 115 128 14  
|128 104 80 | 115 128 14  
|127 103 77 | 115 128 14  
|127 103 78 | 115 128 14  
|125 101 77 | 113 128 14  
|128 104 81 | 114 128 14  
|128 103 81 | 108 128 14  
|124 100 79 | 111 128 14  
|125 97  84 | 112 128 16  
|124 96  75 | 113 128 18  
|133 103 74 | 110 128 19  
|157 122 87 | 107 128 18  
|154 116 82 | 107 128 18  
|139 100 73 | 109 128 17  
|138 99  73 | 110 128 18  
|137 101 73 | 111 128 18  
|140 104 75 | 112 128 18  
|141 105 72 | 111 128 18  
|140 105 69 | 109 128 19  
|142 105 66 | 107 128 20  
|147 106 70 | 106 128 19  
|142 98  64 | 105 128 20  
|136 92  60 | 106 128 18  
|142 96  67 | 107 128 18  
|136 93  63 | 106 128 19  
|133 91  61 | 104 128 18  
|136 91  59 | 103 128 17  
|132 88  61 | 103 128 15  
|121 79  57 | 100 128 16  
|106 68  49 | 100 128 16  
|105 64  48 | 99  128 16  
|106 64  46 | 96  128 18  
|112 66  49 | 98  128 18  
|110 59  45 | 100 128 19  
|125 77  62 | 100 128 19  
|143 94  79 | 100 128 22  
|140 91  75 | 97  128 22  
|167 112 101| 96  128 23  
|165 105 99 | 94  128 24  
|178 114 114| 95  128 24  
|181 113 116| 94  128 24  
|182 112 109| 91  128 22  
|173 103 100| 90  128 20  
|147 78  79 | 90  128 19  
|127 58  61 | 90  128 19  
|106 39  42 | 90  128 19  
|102 35  37 | 90  128 20  
|110 46  45 | 90  128 18  
|109 44  37 | 90  128 17  
|92  30  26 | 90  128 16  
|93  33  33 | 90  128 14  
|85  27  26 | 90  128 14  
|78  25  29 | 90  128 12  
|70  19  27 | 90  128 12  
|65  17  24 | 90  128 13  
|68  22  27 | 93  128 12  
|70  25  24 | 99  128 12  
|73  34  24 | 100 128 14  
|75  41  24 | 99  128 14  
|85  47  29 | 101 128 14  
|89  51  33 | 103 128 14  
|92  56  38 | 102 128 14  
|91  57  35 | 102 128 14  
|90  54  32 | 101 128 15  
|96  58  35 | 101 128 14  
|95  55  32 | 102 128 14  
|90  51  31 | 103 128 14  
|90  53  31 | 103 128 14  
|90  55  32 | 104 128 14  
|89  53  31 | 107 128 14  
|90  55  31 | 113 128 17  
|102 69  44 | 111 128 16  
|148 116 87 | 113 128 15  
|126 94  66 | 112 128 15  
|122 94  63 | 110 128 16  
|126 97  72 | 109 128 16  
|140 109 89 | 107 128 16  
|142 109 92 | 108 128 14  
|130 95  79 | 112 128 12  
|114 84  65 | 115 128 13  
|110 86  66 | 90  0   0   
|128 108 91 | 90  0   0   
|162 152 143| 90  0   0   
|202 200 203| 106 64  24  
|183 191 199| 104 66  22  
|174 186 198| 98  52  22  
|155 165 177| 94  47  22  
|156 162 173| 98  52  22  
|159 163 174| 95  39  22  
|158 158 172| 95  46  20  
|163 164 175| 95  93  7   
|150 151 163| 110 51  8   
|42  44  53 | 132 21  11  
|57  58  62 | 142 39  11  
|84  87  85 | 112 37  12  
|91  92  86 | 112 20  12  
|96  98  93 | 104 27  12  
|93  95  96 | 104 27  12  
|96  98  101| 104 27  12  
|97  100 102| 112 128 14  
|96  99  101| 111 128 14  
|133 106 85 | 112 128 15  
|128 100 80 | 112 128 15  
|133 105 85 | 112 128 14  
|135 106 86 | 112 128 14  
|126 99  81 | 112 128 14  
|130 104 87 | 114 128 14  
|133 107 87 | 112 128 14  
|121 96  73 | 113 128 15  
|122 95  72 | 111 128 14  
|136 110 87 | 109 128 15  
|132 105 87 | 114 128 14  
|140 110 98 | 117 128 14  
|134 108 87 | 118 128 14  
|135 112 85 | 115 128 13  
|131 109 82 | 115 128 13  
|123 101 81 | 112 128 14  
|126 104 86 | 115 128 14  
|129 102 80 | 113 128 14  
|123 100 74 | 112 128 14  
|129 104 82 | 114 128 14  
|126 100 76 | 112 128 15  
|128 103 77 | 112 128 14  
|131 103 79 | 112 128 14  
|132 106 85 | 110 128 14  
|128 102 85 | 112 128 14  
|125 99  82 | 112 128 14  
|125 99  80 | 115 128 14  
|130 103 81 | 115 128 14  
|127 102 78 | 115 128 14  
|126 102 78 | 115 128 14  
|128 104 80 | 113 128 14  
|125 101 77 | 114 128 14  
|125 100 77 | 111 128 14  
|127 104 84 | 110 128 14  
|131 103 83 | 109 128 14  
|127 101 85 | 112 128 16  
|125 97  78 | 114 128 18  
|135 104 76 | 111 128 18  
|153 119 83 | 109 128 18  
|150 112 78 | 109 128 18  
|143 102 70 | 111 128 18  
|145 108 79 | 112 128 18  
|142 107 75 | 110 128 18  
|144 109 76 | 110 128 18  
|142 106 72 | 110 128 18  
|142 104 70 | 109 128 18  
|144 105 72 | 105 128 20  
|142 101 68 | 107 128 19  
|143 98  67 | 105 128 20  
|140 96  62 | 107 128 19  
|140 94  61 | 107 128 18  
|137 94  60 | 106 128 19  
|139 97  63 | 106 128 18  
|139 94  61 | 105 128 18  
|139 96  65 | 102 128 14  
|129 88  62 | 101 128 14  
|99  61  41 | 100 128 15  
|95  57  40 | 94  128 15  
|101 61  44 | 92  128 13  
|87  42  27 | 90  128 14  
|69  26  14 | 90  128 14  
|65  18  8  | 90  128 14  
|60  10  3  | 91  128 17  
|59  10  3  | 90  128 18  
|96  41  31 | 90  128 19  
|110 49  43 | 90  128 20  
|113 49  48 | 90  128 18  
|111 43  43 | 90  128 18  
|97  33  27 | 90  128 18  
|94  28  24 | 90  128 18  
|99  33  33 | 90  128 19  
|102 36  37 | 90  128 18  
|105 38  41 | 90  128 18  
|108 46  45 | 90  128 18  
|107 45  41 | 90  128 18  
|98  39  31 | 90  128 16  
|94  34  31 | 90  128 16  
|80  24  21 | 90  128 16  
|91  37  32 | 90  128 15  
|93  43  41 | 90  128 14  
|88  38  38 | 90  128 14  
|78  31  31 | 95  128 14  
|82  38  35 | 98  128 14  
|90  49  41 | 99  128 14  
|94  55  42 | 98  128 14  
|97  57  42 | 99  128 14  
|91  51  37 | 102 128 14  
|94  55  38 | 103 128 14  
|97  61  43 | 102 128 14  
|95  60  41 | 100 128 14  
|95  60  40 | 98  128 16  
|97  58  39 | 98  128 16  
|101 56  38 | 99  128 15  
|98  55  37 | 99  128 14  
|95  53  36 | 100 128 14  
|94  54  36 | 100 128 14  
|97  59  41 | 102 128 14  
|93  55  34 | 107 128 16  
|93  54  30 | 108 128 18  
|126 89  63 | 109 128 17  
|139 102 75 | 112 128 16  
|132 95  66 | 112 128 16  
|135 105 79 | 106 128 15  
|148 119 101| 108 128 14  
|134 102 92 | 110 128 15  
|123 94  80 | 110 128 15  
|133 103 85 | 115 128 14  
|130 100 80 | 90  0   0   
|138 114 91 | 90  0   0   
|122 105 87 | 90  0   0   
|181 171 165| 99  43  25  
|195 194 198| 100 55  24  
|184 190 199| 102 52  22  
|171 179 191| 101 41  21  
|157 164 174| 100 44  22  
|157 161 168| 96  36  22  
|160 164 173| 90  44  24  
|159 163 170| 99  56  18  
|173 176 188| 104 128 4   
|130 134 145| 136 58  8   
|20  27  34 | 117 51  12  
|65  71  73 | 144 49  10  
|86  94  87 | 136 46  12  
|90  90  84 | 124 27  12  
|95  96  90 | 132 37  12  
|97  100 96 | 122 37  12  
|92  98  95 | 112 128 14  
|95  101 99 | 111 128 14  
|130 102 81 | 111 128 14  
|130 102 85 | 111 128 14  
|132 104 87 | 110 128 14  
|129 102 84 | 110 128 14  
|129 102 87 | 113 128 14  
|129 102 87 | 113 128 14  
|128 103 83 | 115 128 14  
|124 99  77 | 115 128 14  
|125 101 75 | 113 128 14  
|134 110 85 | 112 128 14  
|131 106 86 | 114 128 14  
|134 109 94 | 116 128 14  
|133 108 87 | 118 128 14  
|130 106 81 | 115 128 14  
|132 111 86 | 114 128 14  
|127 105 82 | 116 128 14  
|132 109 91 | 116 128 13  
|137 114 93 | 113 128 14  
|121 100 77 | 113 128 14  
|126 101 79 | 116 128 14  
|126 101 78 | 115 128 14  
|125 102 75 | 115 128 14  
|131 106 78 | 113 128 14  
|127 103 79 | 112 128 14  
|130 105 85 | 113 128 14  
|130 104 87 | 112 128 14  
|129 105 84 | 111 128 14  
|130 104 84 | 112 128 14  
|128 100 79 | 114 128 14  
|129 103 80 | 115 128 14  
|129 104 80 | 112 128 14  
|132 108 84 | 111 128 14  
|129 103 81 | 111 128 14  
|129 102 83 | 113 128 14  
|132 104 86 | 113 128 14  
|131 106 88 | 112 128 16  
|128 102 81 | 110 128 18  
|136 105 80 | 111 128 18  
|146 110 79 | 111 128 18  
|147 110 75 | 110 128 18  
|142 104 67 | 112 128 18  
|146 108 74 | 112 128 18  
|144 109 75 | 110 128 18  
|147 111 78 | 110 128 18  
|145 109 76 | 108 128 18  
|147 111 79 | 106 128 19  
|142 103 74 | 109 128 18  
|144 101 73 | 105 128 20  
|144 103 71 | 107 128 20  
|141 96  64 | 107 128 19  
|141 96  61 | 109 128 18  
|141 97  63 | 107 128 19  
|137 97  61 | 108 128 19  
|140 96  61 | 107 128 18  
|141 99  65 | 105 128 16  
|131 91  61 | 104 128 14  
|116 80  57 | 100 128 14  
|101 66  47 | 98  128 14  
|101 64  48 | 90  128 12  
|85  46  30 | 90  128 13  
|67  25  18 | 90  128 14  
|67  24  16 | 90  128 14  
|71  27  17 | 90  128 16  
|68  20  10 | 90  128 17  
|79  27  17 | 90  128 18  
|83  24  15 | 90  128 20  
|91  26  20 | 90  128 19  
|102 33  29 | 90  128 18  
|102 38  30 | 90  128 20  
|104 42  34 | 90  128 20  
|114 50  46 | 90  128 18  
|112 47  45 | 90  128 18  
|107 44  42 | 91  128 18  
|101 40  36 | 94  128 20  
|110 52  44 | 93  128 19  
|129 70  60 | 90  128 17  
|124 67  59 | 90  128 16  
|101 46  41 | 90  128 16  
|86  32  24 | 90  128 16  
|91  36  29 | 90  128 15  
|92  36  32 | 94  128 16  
|89  40  35 | 98  128 16  
|96  49  39 | 100 128 15  
|108 63  49 | 103 128 14  
|104 64  48 | 101 128 14  
|103 67  48 | 101 128 14  
|98  61  45 | 104 128 14  
|94  58  41 | 104 128 14  
|99  66  46 | 100 128 14  
|105 72  55 | 99  128 15  
|105 67  53 | 97  128 16  
